agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
10736,82322456,6796151,150328012582,,,2015-03-28 00:00:00,,23,6,,0,C,2015_03_NB0770000_150328012582_INC,,,
10736,82322457,6796151,150329012605,,,2015-03-29 00:00:00,,3,6,,0,C,2015_03_NB0770000_150329012605_INC,,,
10736,82322458,6796151,150329012632,,,2015-03-28 00:00:00,,23,6,,0,C,2015_03_NB0770000_150329012632_INC,,,
10736,82322459,6796151,150329012640,,,2015-03-29 00:00:00,,14,6,,0,C,2015_03_NB0770000_150329012640_INC,,,
10736,82322460,6796151,150329012658,,,2015-03-28 00:00:00,,23,6,,0,C,2015_03_NB0770000_150329012658_INC,,,
10736,82322461,6796151,150329012694,,,2015-03-29 00:00:00,,22,6,,0,C,2015_03_NB0770000_150329012694_INC,,,
10736,82322462,6796151,150330012716,,,2015-03-30 00:00:00,,1,6,,0,C,2015_03_NB0770000_150330012716_INC,,,
10736,82322464,6796151,150330012764,,,2015-03-26 00:00:00,,10,6,,0,C,2015_03_NB0770000_150330012764_INC,,,
10736,82322465,6796151,150330012767,,,2015-03-26 00:00:00,,8,6,,0,C,2015_03_NB0770000_150330012767_INC,,,
10736,82322466,6796151,150330012776,,,2015-03-29 00:00:00,,22,6,,0,C,2015_03_NB0770000_150330012776_INC,,,
10736,82322414,6796151,150319011332,,,2015-03-19 00:00:00,,0,6,,0,C,2015_03_NB0770000_150319011332_INC,,,
10736,82322415,6796151,150319011338,,,2015-03-19 00:00:00,,17,6,,0,C,2015_03_NB0770000_150319011338_INC,,,
10736,82322416,6796151,150319011352,,,2015-03-15 00:00:00,,9,6,,0,C,2015_03_NB0770000_150319011352_INC,,,
10736,82322417,6796151,150320011460,,,2015-03-20 00:00:00,,15,6,,0,C,2015_03_NB0770000_150320011460_INC,,,
10736,82322418,6796151,150320011482,,,2015-03-20 00:00:00,,19,6,,0,C,2015_03_NB0770000_150320011482_INC,,,
10736,82322419,6796151,150321011555,,,2015-03-20 00:00:00,,4,6,,0,C,2015_03_NB0770000_150321011555_INC,,,
10736,82322420,6796151,150321011591,,,2015-03-20 00:00:00,,15,6,,0,C,2015_03_NB0770000_150321011591_INC,,,
10736,82322421,6796151,150321011617,,,2015-03-21 00:00:00,,13,6,,0,C,2015_03_NB0770000_150321011617_INC,,,
10736,82322422,6796151,150322011664,,,2015-03-22 00:00:00,,1,6,,0,C,2015_03_NB0770000_150322011664_INC,,,
10736,82322423,6796151,150322011671,,,2015-03-22 00:00:00,,3,6,,0,C,2015_03_NB0770000_150322011671_INC,,,
10736,82322424,6796151,150322011697,,,2015-03-22 00:00:00,,9,6,,0,C,2015_03_NB0770000_150322011697_INC,,,
10736,82322425,6796151,150322011769,,,2015-03-22 00:00:00,,22,6,,0,C,2015_03_NB0770000_150322011769_INC,,,
10736,82322426,6796151,150322011776,,,2015-03-22 00:00:00,,23,6,,0,C,2015_03_NB0770000_150322011776_INC,,,
10736,82322427,6796151,150323011862,,,2015-03-22 00:00:00,,13,6,,0,C,2015_03_NB0770000_150323011862_INC,,,
10736,82322428,6796151,150324011933,,,2015-03-23 00:00:00,,20,6,,0,C,2015_03_NB0770000_150324011933_INC,,,
10736,82322429,6796151,150324012009,,,2015-03-24 00:00:00,,16,6,,0,C,2015_03_NB0770000_150324012009_INC,,,
